PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
443,0,3,male,25,1,0,347076,7775,Nenhum,S
444,1,2,female,28,0,0,230434,13,Nenhum,S
446,1,1,male,4,0,2,33638,81.8583,A34,S
447,1,2,female,13,0,1,250644,19.5,Nenhum,S
448,1,1,male,34,0,0,113794,26.55,Nenhum,S
449,1,3,female,5,2,1,2666,19.2583,Nenhum,C
450,1,1,male,52,0,0,113786,30.5,C104,S
451,0,2,male,36,1,2,C.A. 34651,27.75,Nenhum,S
453,0,1,male,30,0,0,113051,27.75,C111,C
454,1,1,male,49,1,0,17453,89.1042,C92,C
456,1,3,male,29,0,0,349240,7.8958,Nenhum,C
457,0,1,male,65,0,0,13509,26.55,E38,S
459,1,2,female,50,0,0,F.C.C. 13531,10.5,Nenhum,S
461,1,1,male,48,0,0,19952,26.55,E12,S
462,0,3,male,34,0,0,364506,8.05,Nenhum,S
463,0,1,male,47,0,0,111320,38.5,E63,S
464,0,2,male,48,0,0,234360,13,Nenhum,S
466,0,3,male,38,0,0,SOTON/O.Q. 3101306,7.05,Nenhum,S
468,0,1,male,56,0,0,113792,26.55,Nenhum,S
470,1,3,female,0.75,2,1,2666,19.2583,Nenhum,C
472,0,3,male,38,0,0,315089,8.6625,Nenhum,S
473,1,2,female,33,1,2,C.A. 34651,27.75,Nenhum,S
474,1,2,female,23,0,0,SC/AH Basle 541,13.7917,D,C
475,0,3,female,22,0,0,7553,9.8375,Nenhum,S
477,0,2,male,34,1,0,31027,21,Nenhum,S
478,0,3,male,29,1,0,3460,7.0458,Nenhum,S
479,0,3,male,22,0,0,350060,7.5208,Nenhum,S
480,1,3,female,2,0,1,3101298,12.2875,Nenhum,S
481,0,3,male,9,5,2,CA 2144,46.9,Nenhum,S
483,0,3,male,50,0,0,A/5 3594,8.05,Nenhum,S
484,1,3,female,63,0,0,4134,9.5875,Nenhum,S
485,1,1,male,25,1,0,11967,91.0792,B49,C
487,1,1,female,35,1,0,19943,90,C93,S
488,0,1,male,58,0,0,11771,29.7,B37,C
489,0,3,male,30,0,0,A.5. 18509,8.05,Nenhum,S
490,1,3,male,9,1,1,C.A. 37671,15.9,Nenhum,S
492,0,3,male,21,0,0,SOTON/OQ 3101317,7.25,Nenhum,S
493,0,1,male,55,0,0,113787,30.5,C30,S
494,0,1,male,71,0,0,PC 17609,49.5042,Nenhum,C
495,0,3,male,21,0,0,A/4 45380,8.05,Nenhum,S
497,1,1,female,54,1,0,36947,78.2667,D20,C
499,0,1,female,25,1,2,113781,151.55,C22 C26,S
500,0,3,male,24,0,0,350035,7.7958,Nenhum,S
501,0,3,male,17,0,0,315086,8.6625,Nenhum,S
502,0,3,female,21,0,0,364846,7.75,Nenhum,Q
504,0,3,female,37,0,0,4135,9.5875,Nenhum,S
505,1,1,female,16,0,0,110152,86.5,B79,S
506,0,1,male,18,1,0,PC 17758,108.9,C65,C
507,1,2,female,33,0,2,26360,26,Nenhum,S
509,0,3,male,28,0,0,C 4001,22525,Nenhum,S
510,1,3,male,26,0,0,1601,56.4958,Nenhum,S
511,1,3,male,29,0,0,382651,7.75,Nenhum,Q
513,1,1,male,36,0,0,PC 17473,26.2875,E25,S
514,1,1,female,54,1,0,PC 17603,59.4,Nenhum,C
515,0,3,male,24,0,0,349209,7.4958,Nenhum,S
516,0,1,male,47,0,0,36967,34.0208,D46,S
517,1,2,female,34,0,0,C.A. 34260,10.5,F33,S
519,1,2,female,36,1,0,226875,26,Nenhum,S
520,0,3,male,32,0,0,349242,7.8958,Nenhum,S
521,1,1,female,30,0,0,12749,93.5,B73,S
522,0,3,male,22,0,0,349252,7.8958,Nenhum,S
524,1,1,female,44,0,1,111361,57.9792,B18,C
526,0,3,male,40.5,0,0,367232,7.75,Nenhum,Q
527,1,2,female,50,0,0,W./C. 14258,10.5,Nenhum,S
529,0,3,male,39,0,0,3101296,7925,Nenhum,S
530,0,2,male,23,2,1,29104,11.5,Nenhum,S
531,1,2,female,2,1,1,26360,26,Nenhum,S
533,0,3,male,17,1,1,2690,7.2292,Nenhum,C
535,0,3,female,30,0,0,315084,8.6625,Nenhum,S
536,1,2,female,7,0,2,F.C.C. 13529,26.25,Nenhum,S
537,0,1,male,45,0,0,113050,26.55,B38,S
538,1,1,female,30,0,0,PC 17761,106425,Nenhum,C
540,1,1,female,22,0,2,13568,49.5,B39,C
541,1,1,female,36,0,2,WE/P 5735,71,B22,S
542,0,3,female,9,4,2,347082,31275,Nenhum,S
543,0,3,female,11,4,2,347082,31275,Nenhum,S
544,1,2,male,32,1,0,2908,26,Nenhum,S
545,0,1,male,50,1,0,PC 17761,106425,C86,C
546,0,1,male,64,0,0,693,26,Nenhum,S
547,1,2,female,19,1,0,2908,26,Nenhum,S
549,0,3,male,33,1,1,363291,20525,Nenhum,S
550,1,2,male,8,1,1,C.A. 33112,36.75,Nenhum,S
551,1,1,male,17,0,2,17421,110.8833,C70,C
552,0,2,male,27,0,0,244358,26,Nenhum,S
554,1,3,male,22,0,0,2620,7225,Nenhum,C
555,1,3,female,22,0,0,347085,7775,Nenhum,S
556,0,1,male,62,0,0,113807,26.55,Nenhum,S
557,1,1,female,48,1,0,11755,39.6,A16,C
559,1,1,female,39,1,1,110413,79.65,E67,S
560,1,3,female,36,1,0,345572,17.4,Nenhum,S
562,0,3,male,40,0,0,349251,7.8958,Nenhum,S
563,0,2,male,28,0,0,218629,13.5,Nenhum,S
566,0,3,male,24,2,0,A/4 48871,24.15,Nenhum,S
567,0,3,male,19,0,0,349205,7.8958,Nenhum,S
568,0,3,female,29,0,4,349909,21075,Nenhum,S
570,1,3,male,32,0,0,350417,7.8542,Nenhum,S
571,1,2,male,62,0,0,S.W./PP 752,10.5,Nenhum,S
572,1,1,female,53,2,0,11769,51.4792,C101,S
573,1,1,male,36,0,0,PC 17474,26.3875,E25,S
575,0,3,male,16,0,0,A/4. 20589,8.05,Nenhum,S
576,0,3,male,19,0,0,358585,14.5,Nenhum,S
577,1,2,female,34,0,0,243880,13,Nenhum,S
578,1,1,female,39,1,0,13507,55.9,E44,S
580,1,3,male,32,0,0,STON/O 2. 3101286,7925,Nenhum,S
581,1,2,female,25,1,1,237789,30,Nenhum,S
582,1,1,female,39,1,1,17421,110.8833,C68,C
583,0,2,male,54,0,0,28403,26,Nenhum,S
584,0,1,male,36,0,0,13049,40125,A10,C
586,1,1,female,18,0,2,110413,79.65,E68,S
587,0,2,male,47,0,0,237565,15,Nenhum,S
588,1,1,male,60,1,1,13567,79.2,B41,C
589,0,3,male,22,0,0,14973,8.05,Nenhum,S
591,0,3,male,35,0,0,STON/O 2. 3101273,7125,Nenhum,S
592,1,1,female,52,1,0,36947,78.2667,D20,C
593,0,3,male,47,0,0,A/5 3902,7.25,Nenhum,S
595,0,2,male,37,1,0,SC/AH 29037,26,Nenhum,S
596,0,3,male,36,1,1,345773,24.15,Nenhum,S
598,0,3,male,49,0,0,LINE,0,Nenhum,S
600,1,1,male,49,1,0,PC 17485,56.9292,A20,C
601,1,2,female,24,2,1,243847,27,Nenhum,S
604,0,3,male,44,0,0,364511,8.05,Nenhum,S
605,1,1,male,35,0,0,111426,26.55,Nenhum,C
606,0,3,male,36,1,0,349910,15.55,Nenhum,S
607,0,3,male,30,0,0,349246,7.8958,Nenhum,S
608,1,1,male,27,0,0,113804,30.5,Nenhum,S
609,1,2,female,22,1,2,SC/Paris 2123,41.5792,Nenhum,C
610,1,1,female,40,0,0,PC 17582,153.4625,C125,S
611,0,3,female,39,1,5,347082,31275,Nenhum,S
615,0,3,male,35,0,0,364512,8.05,Nenhum,S
616,1,2,female,24,1,2,220845,65,Nenhum,S
617,0,3,male,34,1,1,347080,14.4,Nenhum,S
618,0,3,female,26,1,0,A/5. 3336,16.1,Nenhum,S
619,1,2,female,4,2,1,230136,39,F4,S
620,0,2,male,26,0,0,31028,10.5,Nenhum,S
621,0,3,male,27,1,0,2659,14.4542,Nenhum,C
622,1,1,male,42,1,0,11753,52.5542,D19,S
623,1,3,male,20,1,1,2653,15.7417,Nenhum,C
624,0,3,male,21,0,0,350029,7.8542,Nenhum,S
625,0,3,male,21,0,0,54636,16.1,Nenhum,S
626,0,1,male,61,0,0,36963,32.3208,D50,S
627,0,2,male,57,0,0,219533,12.35,Nenhum,Q
628,1,1,female,21,0,0,13502,77.9583,D9,S
629,0,3,male,26,0,0,349224,7.8958,Nenhum,S
631,1,1,male,80,0,0,27042,30,A23,S
632,0,3,male,51,0,0,347743,7.0542,Nenhum,S
633,1,1,male,32,0,0,13214,30.5,B50,C
635,0,3,female,9,3,2,347088,27.9,Nenhum,S
636,1,2,female,28,0,0,237668,13,Nenhum,S
637,0,3,male,32,0,0,STON/O 2. 3101292,7925,Nenhum,S
638,0,2,male,31,1,1,C.A. 31921,26.25,Nenhum,S
639,0,3,female,41,0,5,3101295,39.6875,Nenhum,S
641,0,3,male,20,0,0,350050,7.8542,Nenhum,S
642,1,1,female,24,0,0,PC 17477,69.3,B35,C
643,0,3,female,2,3,2,347088,27.9,Nenhum,S
645,1,3,female,0.75,2,1,2666,19.2583,Nenhum,C
646,1,1,male,48,1,0,PC 17572,76.7292,D33,C
647,0,3,male,19,0,0,349231,7.8958,Nenhum,S
648,1,1,male,56,0,0,13213,35.5,A26,C
650,1,3,female,23,0,0,CA. 2314,7.55,Nenhum,S
652,1,2,female,18,0,1,231919,23,Nenhum,S
653,0,3,male,21,0,0,8475,8.4333,Nenhum,S
655,0,3,female,18,0,0,365226,6.75,Nenhum,Q
656,0,2,male,24,2,0,S.O.C. 14879,73.5,Nenhum,S
658,0,3,female,32,1,1,364849,15.5,Nenhum,Q
659,0,2,male,23,0,0,29751,13,Nenhum,S
660,0,1,male,58,0,2,35273,113275,D48,C
661,1,1,male,50,2,0,PC 17611,133.65,Nenhum,S
662,0,3,male,40,0,0,2623,7225,Nenhum,C
663,0,1,male,47,0,0,5727,25.5875,E58,S
664,0,3,male,36,0,0,349210,7.4958,Nenhum,S
665,1,3,male,20,1,0,STON/O 2. 3101285,7925,Nenhum,S
666,0,2,male,32,2,0,S.O.C. 14879,73.5,Nenhum,S
667,0,2,male,25,0,0,234686,13,Nenhum,S
669,0,3,male,43,0,0,A/5 3536,8.05,Nenhum,S
671,1,2,female,40,1,1,29750,39,Nenhum,S
672,0,1,male,31,1,0,F.C. 12750,52,B71,S
673,0,2,male,70,0,0,C.A. 24580,10.5,Nenhum,S
674,1,2,male,31,0,0,244270,13,Nenhum,S
676,0,3,male,18,0,0,349912,7775,Nenhum,S
677,0,3,male,24.5,0,0,342826,8.05,Nenhum,S
678,1,3,female,18,0,0,4138,9.8417,Nenhum,S
679,0,3,female,43,1,6,CA 2144,46.9,Nenhum,S
680,1,1,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C
682,1,1,male,27,0,0,PC 17572,76.7292,D49,C
683,0,3,male,20,0,0,6563,9225,Nenhum,S
684,0,3,male,14,5,2,CA 2144,46.9,Nenhum,S
685,0,2,male,60,1,1,29750,39,Nenhum,S
686,0,2,male,25,1,2,SC/Paris 2123,41.5792,Nenhum,C
687,0,3,male,14,4,1,3101295,39.6875,Nenhum,S
688,0,3,male,19,0,0,349228,10.1708,Nenhum,S
689,0,3,male,18,0,0,350036,7.7958,Nenhum,S
690,1,1,female,15,0,1,24160,211.3375,B5,S
691,1,1,male,31,1,0,17474,57,B20,S
692,1,3,female,4,0,1,349256,13.4167,Nenhum,C
694,0,3,male,25,0,0,2672,7225,Nenhum,C
695,0,1,male,60,0,0,113800,26.55,Nenhum,S
696,0,2,male,52,0,0,248731,13.5,Nenhum,S
697,0,3,male,44,0,0,363592,8.05,Nenhum,S
699,0,1,male,49,1,1,17421,110.8833,C68,C
700,0,3,male,42,0,0,348121,7.65,F G63,S
701,1,1,female,18,1,0,PC 17757,227525,C62 C64,C
702,1,1,male,35,0,0,PC 17475,26.2875,E24,S
703,0,3,female,18,0,1,2691,14.4542,Nenhum,C
704,0,3,male,25,0,0,36864,7.7417,Nenhum,Q
705,0,3,male,26,1,0,350025,7.8542,Nenhum,S
706,0,2,male,39,0,0,250655,26,Nenhum,S
707,1,2,female,45,0,0,223596,13.5,Nenhum,S
708,1,1,male,42,0,0,PC 17476,26.2875,E24,S
709,1,1,female,22,0,0,113781,151.55,Nenhum,S
711,1,1,female,24,0,0,PC 17482,49.5042,C90,C
713,1,1,male,48,1,0,19996,52,C126,S
714,0,3,male,29,0,0,7545,9.4833,Nenhum,S
715,0,2,male,52,0,0,250647,13,Nenhum,S
716,0,3,male,19,0,0,348124,7.65,F G73,S
717,1,1,female,38,0,0,PC 17757,227525,C45,C
718,1,2,female,27,0,0,34218,10.5,E101,S
720,0,3,male,33,0,0,347062,7775,Nenhum,S
721,1,2,female,6,0,1,248727,33,Nenhum,S
722,0,3,male,17,1,0,350048,7.0542,Nenhum,S
723,0,2,male,34,0,0,12233,13,Nenhum,S
724,0,2,male,50,0,0,250643,13,Nenhum,S
725,1,1,male,27,1,0,113806,53.1,E8,S
726,0,3,male,20,0,0,315094,8.6625,Nenhum,S
727,1,2,female,30,3,0,31027,21,Nenhum,S
729,0,2,male,25,1,0,236853,26,Nenhum,S
730,0,3,female,25,1,0,STON/O2. 3101271,7925,Nenhum,S
731,1,1,female,29,0,0,24160,211.3375,B5,S
732,0,3,male,11,0,0,2699,18.7875,Nenhum,C
734,0,2,male,23,0,0,28425,13,Nenhum,S
735,0,2,male,23,0,0,233639,13,Nenhum,S
736,0,3,male,28.5,0,0,54636,16.1,Nenhum,S
737,0,3,female,48,1,3,W./C. 6608,34375,Nenhum,S
738,1,1,male,35,0,0,PC 17755,512.3292,B101,C
742,0,1,male,36,1,0,19877,78.85,C46,S
743,1,1,female,21,2,2,PC 17608,262375,B57 B59 B63 B66,C
744,0,3,male,24,1,0,376566,16.1,Nenhum,S
745,1,3,male,31,0,0,STON/O 2. 3101288,7925,Nenhum,S
746,0,1,male,70,1,1,WE/P 5735,71,B22,S
747,0,3,male,16,1,1,C.A. 2673,20.25,Nenhum,S
748,1,2,female,30,0,0,250648,13,Nenhum,S
749,0,1,male,19,1,0,113773,53.1,D30,S
750,0,3,male,31,0,0,335097,7.75,Nenhum,Q
751,1,2,female,4,1,1,29103,23,Nenhum,S
752,1,3,male,6,0,1,392096,12475,E121,S
753,0,3,male,33,0,0,345780,9.5,Nenhum,S
754,0,3,male,23,0,0,349204,7.8958,Nenhum,S
755,1,2,female,48,1,2,220845,65,Nenhum,S
756,1,2,male,0.67,1,1,250649,14.5,Nenhum,S
757,0,3,male,28,0,0,350042,7.7958,Nenhum,S
758,0,2,male,18,0,0,29108,11.5,Nenhum,S
759,0,3,male,34,0,0,363294,8.05,Nenhum,S
760,1,1,female,33,0,0,110152,86.5,B77,S
762,0,3,male,41,0,0,SOTON/O2 3101272,7125,Nenhum,S
763,1,3,male,20,0,0,2663,7.2292,Nenhum,C
764,1,1,female,36,1,2,113760,120,B96 B98,S
765,0,3,male,16,0,0,347074,7775,Nenhum,S
766,1,1,female,51,1,0,13502,77.9583,D11,S
768,0,3,female,30.5,0,0,364850,7.75,Nenhum,Q
770,0,3,male,32,0,0,8471,8.3625,Nenhum,S
771,0,3,male,24,0,0,345781,9.5,Nenhum,S
772,0,3,male,48,0,0,350047,7.8542,Nenhum,S
773,0,2,female,57,0,0,S.O./P.P. 3,10.5,E77,S
775,1,2,female,54,1,3,29105,23,Nenhum,S
776,0,3,male,18,0,0,347078,7.75,Nenhum,S
778,1,3,female,5,0,0,364516,12475,Nenhum,S
780,1,1,female,43,0,1,24160,211.3375,B3,S
781,1,3,female,13,0,0,2687,7.2292,Nenhum,C
782,1,1,female,17,1,0,17474,57,B20,S
783,0,1,male,29,0,0,113501,30,D6,S
785,0,3,male,25,0,0,SOTON/O.Q. 3101312,7.05,Nenhum,S
786,0,3,male,25,0,0,374887,7.25,Nenhum,S
787,1,3,female,18,0,0,3101265,7.4958,Nenhum,S
788,0,3,male,8,4,1,382652,29125,Nenhum,Q
789,1,3,male,1,1,2,C.A. 2315,20575,Nenhum,S
790,0,1,male,46,0,0,PC 17593,79.2,B82 B84,C
792,0,2,male,16,0,0,239865,26,Nenhum,S
795,0,3,male,25,0,0,349203,7.8958,Nenhum,S
796,0,2,male,39,0,0,28213,13,Nenhum,S
797,1,1,female,49,0,0,17465,25.9292,D17,S
798,1,3,female,31,0,0,349244,8.6833,Nenhum,S
799,0,3,male,30,0,0,2685,7.2292,Nenhum,C
800,0,3,female,30,1,1,345773,24.15,Nenhum,S
801,0,2,male,34,0,0,250647,13,Nenhum,S
802,1,2,female,31,1,1,C.A. 31921,26.25,Nenhum,S
803,1,1,male,11,1,2,113760,120,B96 B98,S
804,1,3,male,0.42,0,1,2625,8.5167,Nenhum,C
805,1,3,male,27,0,0,347089,6975,Nenhum,S
806,0,3,male,31,0,0,347063,7775,Nenhum,S
807,0,1,male,39,0,0,112050,0,A36,S
808,0,3,female,18,0,0,347087,7775,Nenhum,S
809,0,2,male,39,0,0,248723,13,Nenhum,S
810,1,1,female,33,1,0,113806,53.1,E8,S
811,0,3,male,26,0,0,3474,7.8875,Nenhum,S
812,0,3,male,39,0,0,A/4 48871,24.15,Nenhum,S
813,0,2,male,35,0,0,28206,10.5,Nenhum,S
814,0,3,female,6,4,2,347082,31275,Nenhum,S
815,0,3,male,30.5,0,0,364499,8.05,Nenhum,S
817,0,3,female,23,0,0,STON/O2. 3101290,7925,Nenhum,S
818,0,2,male,31,1,1,S.C./PARIS 2079,37.0042,Nenhum,C
819,0,3,male,43,0,0,C 7075,6.45,Nenhum,S
820,0,3,male,10,3,2,347088,27.9,Nenhum,S
821,1,1,female,52,1,1,12749,93.5,B69,S
822,1,3,male,27,0,0,315098,8.6625,Nenhum,S
823,0,1,male,38,0,0,19972,0,Nenhum,S
824,1,3,female,27,0,1,392096,12475,E121,S
825,0,3,male,2,4,1,3101295,39.6875,Nenhum,S
828,1,2,male,1,0,2,S.C./PARIS 2079,37.0042,Nenhum,C
830,1,1,female,62,0,0,113572,80,B28,
831,1,3,female,15,1,0,2659,14.4542,Nenhum,C
832,1,2,male,0.83,1,1,29106,18.75,Nenhum,S
834,0,3,male,23,0,0,347468,7.8542,Nenhum,S
835,0,3,male,18,0,0,2223,8.3,Nenhum,S
836,1,1,female,39,1,1,PC 17756,83.1583,E49,C
837,0,3,male,21,0,0,315097,8.6625,Nenhum,S
839,1,3,male,32,0,0,1601,56.4958,Nenhum,S
841,0,3,male,20,0,0,SOTON/O2 3101287,7925,Nenhum,S
842,0,2,male,16,0,0,S.O./P.P. 3,10.5,Nenhum,S
843,1,1,female,30,0,0,113798,31,Nenhum,C
844,0,3,male,34.5,0,0,2683,6.4375,Nenhum,C
845,0,3,male,17,0,0,315090,8.6625,Nenhum,S
846,0,3,male,42,0,0,C.A. 5547,7.55,Nenhum,S
848,0,3,male,35,0,0,349213,7.8958,Nenhum,C
849,0,2,male,28,0,1,248727,33,Nenhum,S
851,0,3,male,4,4,2,347082,31275,Nenhum,S
852,0,3,male,74,0,0,347060,7775,Nenhum,S
853,0,3,female,9,1,1,2678,15.2458,Nenhum,C
854,1,1,female,16,0,1,PC 17592,39.4,D28,S
855,0,2,female,44,1,0,244252,26,Nenhum,S
856,1,3,female,18,0,1,392091,9.35,Nenhum,S
857,1,1,female,45,1,1,36928,164.8667,Nenhum,S
858,1,1,male,51,0,0,113055,26.55,E17,S
859,1,3,female,24,0,3,2666,19.2583,Nenhum,C
861,0,3,male,41,2,0,350026,14.1083,Nenhum,S
862,0,2,male,21,1,0,28134,11.5,Nenhum,S
863,1,1,female,48,0,0,17466,25.9292,D17,S
865,0,2,male,24,0,0,233866,13,Nenhum,S
866,1,2,female,42,0,0,236852,13,Nenhum,S
867,1,2,female,27,1,0,SC/PARIS 2149,13.8583,Nenhum,C
868,0,1,male,31,0,0,PC 17590,50.4958,A24,S
870,1,3,male,4,1,1,347742,11.1333,Nenhum,S
871,0,3,male,26,0,0,349248,7.8958,Nenhum,S
872,1,1,female,47,1,1,11751,52.5542,D35,S
873,0,1,male,33,0,0,695,5,B51 B53 B55,S
874,0,3,male,47,0,0,345765,9,Nenhum,S
875,1,2,female,28,1,0,P/PP 3381,24,Nenhum,C
876,1,3,female,15,0,0,2667,7225,Nenhum,C
877,0,3,male,20,0,0,7534,9.8458,Nenhum,S
878,0,3,male,19,0,0,349212,7.8958,Nenhum,S
880,1,1,female,56,0,1,11767,83.1583,C50,C
881,1,2,female,25,0,1,230433,26,Nenhum,S
882,0,3,male,33,0,0,349257,7.8958,Nenhum,S
883,0,3,female,22,0,0,7552,10.5167,Nenhum,S
884,0,2,male,28,0,0,C.A./SOTON 34068,10.5,Nenhum,S
885,0,3,male,25,0,0,SOTON/OQ 392076,7.05,Nenhum,S
886,0,3,female,39,0,5,382652,29125,Nenhum,Q
887,0,2,male,27,0,0,211536,13,Nenhum,S
888,1,1,female,19,0,0,112053,30,B42,S
890,1,1,male,26,0,0,111369,30,C148,C
891,0,3,male,32,0,0,370376,7.75,Nenhum,Q
